19473,Belgian Shepherd Dog (Malinois),2558,2,2,Working
19474,Dogue de Bordeaux,2558,1,2,Working
19475,Skye Terrier,2558,1,4,Terrier
19476,Belgian Shepherd Dog (Tervueren),2558,1,2,Working
19477,Australian Stumpy Tail Cattle Dog,2558,1,2,Working
19478,Bernese Mountain Dog,2558,1,6,Non-sporting
19479,Griffon Bruxellois,2558,1,1,Toy
19480,Newfoundland,2558,1,2,Working
19481,Bulldog (american),2558,7,5,Sporting
19482,Weimaraner,2558,1,2,Working
19483,Yorkshire Terrier,2558,2,4,Terrier
19484,Bulldog (British),2558,2,5,Sporting
19485,Scottish Terrier,2558,3,4,Terrier
19486,Miniature Pinscher,2558,2,1,Toy
19487,Chow Chow,2558,1,6,Non-Sporting
19488,Greyhound,2558,1,3,Hound
19489,Dachshund (Smooth Haired),2558,2,3,Hound
19490,Dachshund (Min Long Haired),2558,1,3,Hound
19491,Maremma Sheepdog,2558,2,2,Working
19492,Cockapoodle,2558,1,1,Toy
19493,Harrier,2558,1,3,Hound
19494,Australian Bulldog,2558,6,7,Mystery
19495,Australian Dingo,2558,1,7,Mystery
19496,Bull Terrier (American),2558,1,4,Terrier
19497,Miniature Fox Terrier,2558,9,4,Terrier
19498,Labradoodle,2558,3,1,Toy
19499,Japanese Spitz,2558,4,6,Non-sporting
19500,Coolie,2558,3,2,Working
19501,Mini Foxie,2558,17,4,Terrier
19502,Saluki,2558,2,3,Hound
19503,Collie (Smooth),2558,1,2,Working
19504,Dachshund (Min Smooth Haired),2558,5,3,Hound
19505,Cocker Spaniel (American),2558,3,2,Working
19506,Tibetan Spaniel,2558,7,1,Toy
19507,American Pit Bull Terrier,2558,1,4,Terrier
19508,Cavoodle,2558,5,1,Toy
19509,Australian Terrier,2558,37,4,Terrier
19510,Cocker Spaniel,2558,36,2,Working
19511,Border Collie,2558,118,6,Non-sporting
19512,Rhodesian Ridgeback,2558,33,3,Hound
19513,Poodle (Standard),2558,19,1,Toy
19514,Dachshund,2558,12,3,Hound
19515,Airedale Terrier,2558,1,4,Terrier
19516,Cavalier King Charles Spaniel,2558,47,1,Toy
19517,Bull Terrier (Staffordshire),2558,236,4,Terrier
19518,Bull Terrier,2558,21,4,Terrier
19519,English Springer Spaniel,2558,3,2,Working
19520,Bichon Frise,2558,18,1,Toy
19521,Shetland Sheepdog,2558,14,2,Working
19522,St. Bernard,2558,1,6,Non-sporting
19523,Dalmatian,2558,16,6,Non-Sporting
19524,Chihuahua (Long),2558,29,1,Toy
19525,Pomeranian,2558,64,1,Toy
19526,American Staffordshire Terrier,2558,49,4,Terrier
19527,Bullmastiff,2558,31,2,Working
19528,Shih Tzu,2558,108,6,Non-Sporting
19529,Poodle (Miniature),2558,16,1,Toy
19530,Shar Pei,2558,38,6,Non-Sporting
19531,Bull Terrier (Miniature),2558,3,4,Terrier
19532,Bull Terrier (English),2558,9,4,Terrier
19533,Tenterfield,2558,29,4,Terrier
19534,Bedlington Terrier,2558,1,4,Terrier
19535,Great Dane,2558,9,6,Non-sporting
19536,Lhasa Apso,2558,4,6,Non-Sporting
19537,Chinese Crested Dog,2558,3,1,Toy
19538,Briard,2558,1,2,Working
19539,Dachshund (miniature),2558,11,3,Hound
19540,Irish Wolfhound,2558,2,3,Hound
19541,Neapolitan Mastiff,2558,3,2,Working
19542,Collie,2558,9,2,Working
19543,British Bulldog,2558,8,5,Sporting
19544,Fox Terrier (Wire),2558,8,4,Terrier
19545,Chinese Silky Terrier,2558,1,4,Terrier
19546,Pug,2558,22,1,Toy
19547,Cairn Terrier,2558,1,4,Terrier
19548,Schnauzer,2558,4,4,Terrier
19549,Pekingese,2558,4,1,Toy
19550,Airedale Shepherd,2558,1,2,Working
19551,Corgi (cardigan),2558,10,2,Working
19552,Belgian Shepherd Dog (Groenendael),2558,4,2,Working
19553,Irish Red & White Setter,2558,2,2,Working
19554,Papillon,2558,8,1,Toy
19555,Samoyed,2558,11,2,Working
19556,Basset Hound,2558,7,3,Hound
19557,Pitbull Terrier,2558,13,4,Terrier
19558,Akita,2558,2,2,Working
19559,German Shorthaired Pointer,2558,5,2,Working
19560,Mastiff,2558,10,2,Working
19561,Boston Terrier,2558,2,4,Terrier
19562,Collie (Rough),2558,2,2,Working
19563,Boxer,2558,46,2,Working
19564,Australian Silky Terrier,2558,60,4,Terrier
19565,West Highland White Terrier,2558,7,4,Terrier
19566,Maltese,2558,367,1,Toy
19567,Fox Terrier (Smooth),2558,116,4,Terrier
19568,Jack Russell Terrier,2558,143,4,Terrier
19569,Corgi (pembroke),2558,7,2,Working
19570,Chihuahua (Smooth),2558,84,1,Toy
19571,Poodle (Toy),2558,28,1,Toy
19572,Alaskan Malamute,2558,29,2,Working
19573,Unknown,2558,102,7,Mystery
19574,King Charles Spaniel,2558,8,1,Toy
19575,Australian Kelpie,2558,79,2,Working
19576,Dobermann,2558,23,2,Working
19577,Rottweiler,2558,122,2,Working
19578,Siberian Husky,2558,48,2,Working
19579,Golden Retriever,2558,43,2,Working
19580,Old English Sheepdog,2558,4,2,Working
19581,Labrador Retriever,2558,165,2,Working
19582,German Shepherd Dog,2558,182,2,Working
19583,Australian Cattle Dog,2558,122,2,Working
19584,Beagle,2558,32,3,Hound
19585,Labrador Retriever,2557,80,2,Working
19586,Collie (Rough),2557,3,2,Working
19587,American Staffordshire Terrier,2557,16,4,Terrier
19588,Australian Cattle Dog,2557,67,2,Working
19589,Rhodesian Ridgeback,2557,11,3,Hound
19590,Siberian Husky,2557,4,2,Working
19591,Jack Russell Terrier,2557,54,4,Terrier
19592,Bull Terrier (Staffordshire),2557,60,4,Terrier
19593,Tenterfield,2557,3,4,Terrier
19594,Fox Terrier (Smooth),2557,24,4,Terrier
19595,Rottweiler,2557,39,2,Working
19596,German Shepherd Dog,2557,119,2,Working
19597,Australian Kelpie,2557,31,2,Working
19598,Shih Tzu,2557,26,6,Non-Sporting
19599,Golden Retriever,2557,7,2,Working
19600,Australian Silky Terrier,2557,4,4,Terrier
19601,Maltese,2557,57,1,Toy
19602,Shar Pei,2557,8,6,Non-Sporting
19603,West Highland White Terrier,2557,1,4,Terrier
19604,Unknown,2557,36,7,Mystery
19605,Maremma Sheepdog,2557,7,2,Working
19606,Boxer,2557,13,2,Working
19607,Weimaraner,2557,5,2,Working
19608,Dobermann,2557,8,2,Working
19609,Border Collie,2557,35,6,Non-sporting
19610,Bulldog (British),2557,1,5,Sporting
19611,Mastiff,2557,9,2,Working
19612,Schnauzer,2557,2,4,Terrier
19613,Dalmatian,2557,3,6,Non-Sporting
19614,Shetland Sheepdog,2557,2,2,Working
19615,Australian Bulldog,2557,26,7,Mystery
19616,Great Dane,2557,1,6,Non-sporting
19617,Bulldog (american),2557,7,5,Sporting
19618,Foxhound,2557,9,3,Hound
19619,Poodle (Toy),2557,8,1,Toy
19620,Scottish Terrier,2557,2,4,Terrier
19621,British Bulldog,2557,5,5,Sporting
19622,Chihuahua (Long),2557,8,1,Toy
19623,Bull Terrier,2557,9,4,Terrier
19624,Pomeranian,2557,10,1,Toy
19625,Schnauzer (Miniature),2557,39,4,Terrier
19626,Chihuahua (Smooth),2557,27,1,Toy
19627,Bullmastiff,2557,12,2,Working
19628,Pug,2557,2,1,Toy
19629,Beagle,2557,13,3,Hound
19630,German Shorthaired Pointer,2557,4,2,Working
19631,St. Bernard,2557,1,6,Non-sporting
19632,Collie,2557,1,2,Working
19633,Samoyed,2557,1,2,Working
19634,Affenpinscher,2557,2,1,Toy
19635,Cavoodle,2557,2,1,Toy
19636,Miniature Fox Terrier,2557,1,4,Terrier
19637,Cairn Terrier,2557,3,4,Terrier
19638,Miniature Pinscher,2557,1,1,Toy
19639,Tenterfield Terrier,2557,2,4,Terrier
19640,Neapolitan Mastiff,2557,8,2,Working
19641,Cavalier King Charles Spaniel,2557,8,1,Toy
19642,Chinese Crested Dog,2557,1,1,Toy
19643,Greyhound,2557,2,3,Hound
19644,Keeshond,2557,1,6,Non-sporting
19645,Poodle (Standard),2557,2,1,Toy
19646,German Spit (Klein),2557,1,2,Working
19647,Tibetan Spaniel,2557,1,1,Toy
19648,Bernese Mountain Dog,2557,1,6,Non-sporting
19649,Dogue de Bordeaux,2557,3,2,Working
19650,Dachshund (miniature),2557,4,3,Hound
19651,Dachshund (Smooth Haired),2557,4,3,Hound
19652,Alaskan Malamute,2557,2,2,Working
19653,English Springer Spaniel,2557,3,2,Working
19654,Australian Terrier,2557,3,4,Terrier
19655,Bull Terrier (English),2557,3,4,Terrier
19656,Dachshund (Min Smooth Haired),2557,2,3,Hound
19657,Italian Corso Dog,2557,30,2,Working
19658,Yorkshire Terrier,2557,1,4,Terrier
19659,Mini Foxie,2557,8,4,Terrier
19660,Pitbull Terrier,2557,1,4,Terrier
19661,Cocker Spaniel,2557,6,2,Working
19662,Irish Wolfhound,2557,1,3,Hound
19663,Italian Greyhound,2557,3,1,Toy
19664,Dachshund (Min Long Haired),2557,1,3,Hound
19665,Poodle (Miniature),2557,3,1,Toy
19666,South African Boerboel,2557,1,2,Working
19667,Pointer,2557,3,2,Working
19668,Bull Terrier (American),2557,2,4,Terrier
19669,Coolie (German),2557,1,2,Working
19670,Labradoodle,2557,1,1,Toy
19671,Chihuahua (Long),2556,7,1,Toy
19672,Hungarian Vizsla,2556,1,5,Sporting
19673,Bulldog (British),2556,1,5,Sporting
19674,American Staffordshire Terrier,2556,14,4,Terrier
19675,West Highland White Terrier,2556,1,4,Terrier
19676,Dachshund (miniature),2556,3,3,Hound
19677,Miniature Pinscher,2556,1,1,Toy
19678,Cesky Terrier,2556,1,4,Terrier
19679,Lhasa Apso,2556,1,6,Non-Sporting
19680,Dachshund (Min Long Haired),2556,1,3,Hound
19681,Poodle (Miniature),2556,4,1,Toy
19682,Dachshund (Smooth Haired),2556,2,3,Hound
19683,Neapolitan Mastiff,2556,1,2,Working
19684,Schnauzer (Miniature),2556,1,4,Terrier
19685,Japanese Chin,2556,1,1,Toy
19686,Pitbull Terrier,2556,3,4,Terrier
19687,Unknown,2556,32,7,Mystery
19688,Bull Terrier (Staffordshire),2556,51,4,Terrier
19689,German Spitz (Mittel),2556,1,2,Working
19690,Jack Russell Terrier,2556,49,4,Terrier
19691,Poodle (Standard),2556,6,1,Toy
19692,Weimaraner,2556,1,2,Working
19693,Mastiff,2556,12,2,Working
19694,American Pit Bull Terrier,2556,2,4,Terrier
19695,Rhodesian Ridgeback,2556,29,3,Hound
19696,Irish Wolfhound,2556,4,3,Hound
19697,Fox Terrier (Smooth),2556,24,4,Terrier
19698,Australian Silky Terrier,2556,5,4,Terrier
19699,Pug,2556,8,1,Toy
19700,Beagle,2556,41,3,Hound
19701,St. Bernard,2556,12,6,Non-sporting
19702,Bulldog (american),2556,4,5,Sporting
19703,Chihuahua (Smooth),2556,15,1,Toy
19704,Mini Foxie,2556,4,4,Terrier
19705,Dachshund (Min Smooth Haired),2556,3,3,Hound
19706,Pointer,2556,3,2,Working
19707,Australian Terrier,2556,3,4,Terrier
19708,Whippet,2556,5,3,Hound
19709,Australian Bulldog,2556,1,7,Mystery
19710,Cairn Terrier,2556,4,4,Terrier
19711,Dogue de Bordeaux,2556,2,2,Working
19712,Labradoodle,2556,2,1,Toy
19713,Dobermann,2556,9,2,Working
19714,Labrador Retriever,2556,23,2,Working
19715,British Bulldog,2556,4,5,Sporting
19716,Bulldog (French),2556,2,5,Sporting
19717,Poodle (Toy),2556,10,1,Toy
19718,Shetland Sheepdog,2556,5,2,Working
19719,Cavalier King Charles Spaniel,2556,18,1,Toy
19720,Maremma Sheepdog,2556,5,2,Working
19721,Affenpinscher,2556,1,1,Toy
19722,Japanese Spitz,2556,137,6,Non-sporting
19723,Collie (Rough),2556,5,2,Working
19724,Tibetan Spaniel,2556,5,1,Toy
19725,Bull Terrier (English),2556,3,4,Terrier
19726,Pomeranian,2556,9,1,Toy
19727,Cocker Spaniel,2556,6,2,Working
19728,Foxhound,2556,1,3,Hound
19729,Bichon Frise,2556,7,1,Toy
19730,Miniature Fox Terrier,2556,5,4,Terrier
19731,Australian Stumpy Tail Cattle Dog,2556,5,2,Working
19732,Australian Cattle Dog,2556,37,2,Working
19733,Rottweiler,2556,25,2,Working
19734,Tenterfield,2556,2,4,Terrier
19735,Dalmatian,2556,3,6,Non-Sporting
19736,Great Dane,2556,12,6,Non-sporting
19737,German Shepherd Dog,2556,75,2,Working
19738,Bull Terrier,2556,7,4,Terrier
19739,Border Collie,2556,49,6,Non-sporting
19740,Alaskan Malamute,2556,4,2,Working
19741,Fox Terrier (Wire),2556,4,4,Terrier
19742,Australian Kelpie,2556,18,2,Working
19743,Boxer,2556,38,2,Working
19744,Maltese,2556,41,1,Toy
19745,Golden Retriever,2556,6,2,Working
19746,Shih Tzu,2556,16,6,Non-Sporting
19747,Dachshund,2556,1,3,Hound
19748,Siberian Husky,2556,23,2,Working
19749,Shar Pei,2556,13,6,Non-Sporting
19750,Bullmastiff,2556,10,2,Working
19751,Australian Kelpie,2555,7,2,Working
19752,Siberian Husky,2555,12,2,Working
19753,Bull Terrier (Staffordshire),2555,33,4,Terrier
19754,Maltese,2555,7,1,Toy
19755,Border Collie,2555,19,6,Non-sporting
19756,Miniature Pinscher,2555,1,1,Toy
19757,Miniature Fox Terrier,2555,1,4,Terrier
19758,Bull Terrier,2555,2,4,Terrier
19759,Cavalier King Charles Spaniel,2555,29,1,Toy
19760,Tenterfield Terrier,2555,1,4,Terrier
19761,Poodle (Toy),2555,4,1,Toy
19762,Mastiff,2555,4,2,Working
19763,Mini Foxie,2555,2,4,Terrier
19764,Alaskan Malamute,2555,2,2,Working
19765,Bulldog (american),2555,1,5,Sporting
19766,Bull Terrier (English),2555,2,4,Terrier
19767,Poodle (Miniature),2555,2,1,Toy
19768,Dobermann,2555,10,2,Working
19769,Beagle,2555,1,3,Hound
19770,Dachshund (Smooth Haired),2555,1,3,Hound
19771,Maremma Sheepdog,2555,1,2,Working
19772,Cairn Terrier,2555,1,4,Terrier
19773,Dachshund (Min Smooth Haired),2555,1,3,Hound
19774,Greyhound,2555,3,3,Hound
19775,Cocker Spaniel,2555,1,2,Working
19776,Cavoodle,2555,2,1,Toy
19777,Tibetan Spaniel,2555,1,1,Toy
19778,Bloodhound,2555,1,3,Hound
19779,Labrador Retriever,2555,6,2,Working
19780,Australian Cattle Dog,2555,13,2,Working
19781,Chihuahua (Smooth),2555,8,1,Toy
19782,American Staffordshire Terrier,2555,7,4,Terrier
19783,German Shepherd Dog,2555,18,2,Working
19784,Unknown,2555,10,7,Mystery
19785,Shih Tzu,2555,5,6,Non-Sporting
19786,Neapolitan Mastiff,2555,1,2,Working
19787,Australian Stumpy Tail Cattle Dog,2555,1,2,Working
19788,Bullmastiff,2555,4,2,Working
19789,Great Dane,2555,5,6,Non-sporting
19790,Irish Wolfhound,2555,4,3,Hound
19791,Golden Retriever,2555,1,2,Working
19792,Fox Terrier (Smooth),2555,5,4,Terrier
19793,Jack Russell Terrier,2555,5,4,Terrier
19794,Chihuahua (Long),2555,3,1,Toy
19795,Rottweiler,2555,6,2,Working
19796,Pug,2555,1,1,Toy
19797,Boxer,2555,5,2,Working
19798,Papillon,2555,1,1,Toy
19799,Tenterfield,2555,1,4,Terrier
19800,Shar Pei,2555,2,6,Non-Sporting
19801,Chihuahua (Smooth),2551,5,1,Toy
19802,Bull Terrier (American),2551,2,4,Terrier
19803,Bloodhound,2551,2,3,Hound
19804,West Highland White Terrier,2551,5,4,Terrier
19805,Shih Tzu,2551,29,6,Non-Sporting
19806,Bulldog (British),2551,1,5,Sporting
19807,Pug,2551,1,1,Toy
19808,German Shorthaired Pointer,2551,2,2,Working
19809,Poodle (Toy),2551,5,1,Toy
19810,Yorkshire Terrier,2551,2,4,Terrier
19811,Dobermann,2551,3,2,Working
19812,Bulldog (american),2551,11,5,Sporting
19813,Irish Wolfhound,2551,2,3,Hound
19814,Corgi (cardigan),2551,2,2,Working
19815,Pointer,2551,2,2,Working
19816,Maremma Sheepdog,2551,5,2,Working
19817,Bull Terrier (Miniature),2551,2,4,Terrier
19818,Great Dane,2551,5,6,Non-sporting
19819,Pitbull Terrier,2551,1,4,Terrier
19820,Dachshund (Long Haired),2551,1,3,Hound
19821,Lhasa Apso,2551,1,6,Non-Sporting
19822,Pugalier,2551,1,1,Toy
19823,Coolie,2551,2,2,Working
19824,Cocker Spaniel (American),2551,1,2,Working
19825,Dachshund (Min Smooth Haired),2551,1,3,Hound
19826,Australian Bulldog,2551,1,7,Mystery
19827,Miniature Fox Terrier,2551,1,4,Terrier
19828,Chow Chow,2551,1,6,Non-Sporting
19829,Tenterfield Terrier,2551,1,4,Terrier
19830,Cavoodle,2551,12,1,Toy
19831,Pekingese,2551,1,1,Toy
19832,Schnauzer (Miniature),2551,3,4,Terrier
19833,Bull Terrier (English),2551,1,4,Terrier
19834,Schnauzer,2551,3,4,Terrier
19835,Golden Retriever,2551,32,2,Working
19836,Mastiff,2551,30,2,Working
19837,American Staffordshire Terrier,2551,9,4,Terrier
19838,Collie,2551,11,2,Working
19839,Australian Dingo,2551,4,7,Mystery
19840,Rhodesian Ridgeback,2551,5,3,Hound
19841,English Toy Terrier (Black &Tan),2551,1,4,Terrier
19842,Whippet,2551,4,3,Hound
19843,Dalmatian,2551,3,6,Non-Sporting
19844,Affenpinscher,2551,8,1,Toy
19845,Australian Cattle Dog,2551,91,2,Working
19846,Poodle (Miniature),2551,13,1,Toy
19847,Labrador Retriever,2551,106,2,Working
19848,Fox Terrier (Smooth),2551,81,4,Terrier
19849,Australian Silky Terrier,2551,22,4,Terrier
19850,Unknown,2551,20,7,Mystery
19851,Australian Kelpie,2551,84,2,Working
19852,Curly Coated Retriever,2551,2,2,Working
19853,Schipperke,2551,2,6,Non-Sporting
19854,Papillon,2551,8,1,Toy
19855,American Pit Bull Terrier,2551,1,4,Terrier
19856,Maltese,2551,120,1,Toy
19857,Jack Russell Terrier,2551,116,4,Terrier
19858,Border Collie,2551,75,6,Non-sporting
19859,Alaskan Malamute,2551,11,2,Working
19860,Weimaraner,2551,3,2,Working
19861,Chihuahua (Long),2551,8,1,Toy
19862,Pomeranian,2551,26,1,Toy
19863,Bull Terrier,2551,19,4,Terrier
19864,Poodle (Standard),2551,10,1,Toy
19865,Australian Terrier,2551,33,4,Terrier
19866,Boxer,2551,11,2,Working
19867,Bernese Mountain Dog,2551,3,6,Non-sporting
19868,Cavalier King Charles Spaniel,2551,25,1,Toy
19869,Siberian Husky,2551,3,2,Working
19870,Australian Wire Haired Terrier,2551,5,4,Terrier
19871,Fox Terrier (Wire),2551,5,4,Terrier
19872,Cocker Spaniel,2551,18,2,Working
19873,Dachshund (miniature),2551,1,3,Hound
19874,Bullmastiff,2551,13,2,Working
19875,German Shepherd Dog,2551,48,2,Working
19876,Airedale Terrier,2551,1,4,Terrier
19877,Shetland Sheepdog,2551,4,2,Working
19878,Rottweiler,2551,20,2,Working
19879,Beagle,2551,12,3,Hound
19880,Bull Terrier (Staffordshire),2551,111,4,Terrier
19881,Irish Setter,2551,1,2,Working
19882,Tenterfield,2551,19,4,Terrier
19883,Lhasa Apso,2550,1,6,Non-Sporting
19884,Unknown,2550,152,7,Mystery
19885,Scottish Terrier,2550,1,4,Terrier
19886,Poodle (Miniature),2550,32,1,Toy
19887,Bullmastiff,2550,57,2,Working
19888,Maremma Sheepdog,2550,32,2,Working
19889,Irish Setter,2550,3,2,Working
19890,Schnauzer (Miniature),2550,9,4,Terrier
19891,Hamiltonsovare,2550,1,2,Working
19892,Old English Sheepdog,2550,3,2,Working
19893,Foxhound,2550,3,3,Hound
19894,Cavalier King Charles Spaniel,2550,152,1,Toy
19895,Chihuahua (Smooth),2550,24,1,Toy
19896,Chow Chow,2550,4,6,Non-Sporting
19897,Cairn Terrier,2550,6,4,Terrier
19898,Dobermann,2550,18,2,Working
19899,Poodle (Standard),2550,43,1,Toy
19900,Basenji,2550,5,3,Hound
19901,Chihuahua (Long),2550,44,1,Toy
19902,Dalmatian,2550,44,6,Non-Sporting
19903,Fox Terrier (Smooth),2550,320,4,Terrier
19904,Australian Silky Terrier,2550,75,4,Terrier
19905,Yorkshire Terrier,2550,4,4,Terrier
19906,Australian Cattle Dog,2550,319,2,Working
19907,Jack Russell Terrier,2550,383,4,Terrier
19908,King Charles Spaniel,2550,5,1,Toy
19909,Australian Terrier,2550,78,4,Terrier
19910,Border Collie,2550,380,6,Non-sporting
19911,Rhodesian Ridgeback,2550,66,3,Hound
19912,German Shepherd Dog,2550,206,2,Working
19913,Maltese,2550,550,1,Toy
19914,Labrador Retriever,2550,496,2,Working
19915,Belgian Shepherd Dog (Tervueren),2550,1,2,Working
19916,Affenpinscher,2550,32,1,Toy
19917,Mastiff,2550,31,2,Working
19918,Bichon Frise,2550,42,1,Toy
19919,Fox Terrier (Wire),2550,15,4,Terrier
19920,Bull Terrier,2550,26,4,Terrier
19921,Kerry Blue Terrier,2550,1,4,Terrier
19922,Pug,2550,16,1,Toy
19923,Belgian Shepherd Dog (Groenendael),2550,9,2,Working
19924,Curly Coated Retriever,2550,30,2,Working
19925,German Spit (Klein),2550,9,2,Working
19926,Hungarian Vizsla,2550,7,5,Sporting
19927,German Shorthaired Pointer,2550,26,2,Working
19928,Collie,2550,28,2,Working
19929,Basset Hound,2550,3,3,Hound
19930,Manchester Terrier,2550,4,4,Terrier
19931,Great Dane,2550,39,6,Non-sporting
19932,West Highland White Terrier,2550,16,4,Terrier
19933,Weimaraner,2550,3,2,Working
19934,Corgi (cardigan),2550,17,2,Working
19935,Collie (Rough),2550,8,2,Working
19936,Pointer,2550,6,2,Working
19937,Chinese Crested Dog,2550,5,1,Toy
19938,Dachshund (miniature),2550,14,3,Hound
19939,Golden Retriever,2550,197,2,Working
19940,Bull Terrier (Staffordshire),2550,369,4,Terrier
19941,Shetland Sheepdog,2550,7,2,Working
19942,Border Terrier,2550,4,4,Terrier
19943,Poodle (Toy),2550,38,1,Toy
19944,Cocker Spaniel,2550,113,2,Working
19945,Boxer,2550,85,2,Working
19946,Beagle,2550,84,3,Hound
19947,Australian Kelpie,2550,488,2,Working
19948,Corgi (pembroke),2550,7,2,Working
19949,Shih Tzu,2550,122,6,Non-Sporting
19950,Rottweiler,2550,158,2,Working
19951,Tenterfield,2550,100,4,Terrier
19952,Whippet,2550,85,3,Hound
19953,Papillon,2550,10,1,Toy
19954,Pomeranian,2550,139,1,Toy
19955,Alaskan Malamute,2550,32,2,Working
19956,Pekingese,2550,5,1,Toy
19957,Miniature Pinscher,2550,15,1,Toy
19958,Greyhound,2550,8,3,Hound
19959,Australian Dingo,2550,11,7,Mystery
19960,Dachshund,2550,11,3,Hound
19961,Keeshond,2550,2,6,Non-sporting
19962,American Staffordshire Terrier,2550,10,4,Terrier
19963,Mini Foxie,2550,14,4,Terrier
19964,Irish Wolfhound,2550,9,3,Hound
19965,Shar Pei,2550,13,6,Non-Sporting
19966,Labradoodle,2550,10,1,Toy
19967,American Pit Bull Terrier,2550,2,4,Terrier
19968,Bull Terrier (Miniature),2550,1,4,Terrier
19969,Boston Terrier,2550,1,4,Terrier
19970,Samoyed,2550,3,2,Working
19971,English Setter,2550,1,2,Working
19972,Collie (Smooth),2550,3,2,Working
19973,Pitbull Terrier,2550,2,4,Terrier
19974,Dachshund (Min Long Haired),2550,2,3,Hound
19975,Dachshund (Smooth Haired),2550,2,3,Hound
19976,Miniature Fox Terrier,2550,11,4,Terrier
19977,German Pinscher,2550,3,2,Working
19978,Siberian Husky,2550,14,2,Working
19979,Bulldog (american),2550,8,5,Sporting
19980,Pharaoh Hound,2550,2,3,Hound
19981,Australian Shepherd,2550,6,2,Working
19982,Bernese Mountain Dog,2550,4,6,Non-sporting
19983,German Wirehaired Pointer,2550,4,2,Working
19984,Neapolitan Mastiff,2550,4,2,Working
19985,Bull Terrier (English),2550,13,4,Terrier
19986,Airedale Shepherd,2550,3,2,Working
19987,Borzoi,2550,1,3,Hound
19988,Irish Terrier,2550,2,4,Terrier
19989,Schnauzer,2550,6,4,Terrier
19990,Airedale Terrier,2550,4,4,Terrier
19991,St. Bernard,2550,1,6,Non-sporting
19992,Elkhound,2550,1,3,Hound
19993,Japanese Chin,2550,5,1,Toy
19994,Gordon Setter,2550,2,2,Working
19995,South African Boerboel,2550,1,2,Working
19996,English Springer Spaniel,2550,1,2,Working
19997,Afghan Hound,2550,1,3,Hound
19998,Akita,2550,1,2,Working
19999,Japanese Spitz,2550,1,6,Non-sporting
20000,Newfoundland,2550,1,2,Working
20001,Deerhound,2550,2,3,Hound
20002,Tibetan Spaniel,2550,4,1,Toy
20003,Bull Terrier (American),2550,3,4,Terrier
20004,Bearded Collie,2550,1,2,Working
20005,Dachshund (Long Haired),2550,12,3,Hound
20006,Italian Greyhound,2550,3,1,Toy
20007,Australian Stumpy Tail Cattle Dog,2550,2,2,Working
20008,Tenterfield Terrier,2550,8,4,Terrier
20009,Coolie,2550,9,2,Working
20010,Finnish Laphund,2550,2,3,Hound
20011,Dachshund (Min Smooth Haired),2550,6,3,Hound
20012,Coolie (German),2550,10,2,Working
20013,Parson Jack Russell Terrier,2550,1,4,Terrier
20014,Australian Bulldog,2550,2,7,Mystery
20015,Soft Coated Wheaten Terrier,2550,1,4,Terrier
20016,Australian Wire Haired Terrier,2550,1,4,Terrier
20017,Bulldog (French),2550,3,5,Sporting
20018,Bloodhound,2550,1,3,Hound
20019,Cavoodle,2550,4,1,Toy
20020,British Bulldog,2550,1,5,Sporting
20021,Miniature Pinscher,2549,4,1,Toy
20022,Dachshund (Long Haired),2549,1,3,Hound
20023,Collie (Rough),2549,1,2,Working
20024,Bulldog (French),2549,1,5,Sporting
20025,Tibetan Spaniel,2549,1,1,Toy
20026,King Charles Spaniel,2549,1,1,Toy
20027,Corgi (pembroke),2549,1,2,Working
20028,Irish Red & White Setter,2549,1,2,Working
20029,Lakeland Terrier,2549,1,4,Terrier
20030,Collie,2549,4,2,Working
20031,Papillon,2549,2,1,Toy
20032,Boxer,2549,12,2,Working
20033,Dachshund,2549,2,3,Hound
20034,Weimaraner,2549,2,2,Working
20035,Whippet,2549,8,3,Hound
20036,Dobermann,2549,5,2,Working
20037,Pug,2549,5,1,Toy
20038,Schnauzer,2549,1,4,Terrier
20039,Schnauzer (Miniature),2549,15,4,Terrier
20040,American Staffordshire Terrier,2549,3,4,Terrier
20041,German Wirehaired Pointer,2549,2,2,Working
20042,Cavoodle,2549,3,1,Toy
20043,Belgian Shepherd Dog (Groenendael),2549,2,2,Working
20044,Irish Wolfhound,2549,6,3,Hound
20045,Pekingese,2549,1,1,Toy
20046,Manchester Terrier,2549,2,4,Terrier
20047,Airedale Terrier,2549,1,4,Terrier
20048,German Shorthaired Pointer,2549,1,2,Working
20049,Mini Foxie,2549,4,4,Terrier
20050,Dachshund (Min Smooth Haired),2549,1,3,Hound
20051,Bulldog (american),2549,2,5,Sporting
20052,Miniature Fox Terrier,2549,1,4,Terrier
20053,Shih Tzu,2549,25,6,Non-Sporting
20054,Cocker Spaniel,2549,30,2,Working
20055,Basenji,2549,3,3,Hound
20056,Maremma Sheepdog,2549,5,2,Working
20057,Bull Terrier (English),2549,3,4,Terrier
20058,Australian Terrier,2549,31,4,Terrier
20059,Poodle (Toy),2549,13,1,Toy
20060,Australian Cattle Dog,2549,90,2,Working
20061,Golden Retriever,2549,31,2,Working
20062,Fox Terrier (Smooth),2549,68,4,Terrier
20063,Border Collie,2549,72,6,Non-sporting
20064,Mastiff,2549,15,2,Working
20065,Maltese,2549,83,1,Toy
20066,Hungarian Vizsla,2549,1,5,Sporting
20067,Chihuahua (Long),2549,7,1,Toy
20068,German Shepherd Dog,2549,46,2,Working
20069,Curly Coated Retriever,2549,2,2,Working
